comment,CAMERA,SCREEN,GENERAL,STORAGE,PERFORMANCE,SERACC,BATTERY,PRICE,DESIGN,FEATURES,OTHERS
"Mới dùng đc 1 ngày, nói chung là mượt mà khi lướt web, facebook và zalo. Do ko chơi game nên ko biết có lag hay không nhưng tạm thời cứ 5 sao cho em nó đã.",0,0,0,0,3,0,0,0,0,0,0
"Điện thoại mỏng nhẹ, cấu hình đẹp, chơi game không lag, nhận diện vân tay nhạy mà giá cả lại khá rẻ nữa. Nói chung là đáng mua bis bis bis 👏👏👏",0,0,3,0,3,0,0,3,3,3,0
"Mới mở hộp lúc sáng. Dùng đến tối thì kết luận là.  Cấu hình ngang ssA50 6gb ram. Nhưng dùng giật hơn. Chậm hơn. Tóm lại là thất vọng. Máy mới mà dùng thấy chậm hơn con ss A50 6gb ram mua mấy tháng trước.
Dc mỗi cái camera an ủi.
Hy vọng samsum sẽ có bản nâng cấp",3,0,1,0,1,0,0,0,0,0,1
Ngon trong tầm giá nhưng cam call Fb xấuuuuuuu ! Còn lai thì điều ổn . Chơi game mượt ít nóng máy ok,1,0,3,0,3,0,0,2,0,0,0
"May thiết kế đẹp,  ngon bin   sài  lâu hết  được  một  ngày.  Nói  chung là  quá tuyệt vời. Hai  long  với  tất cả những gi dmx  kinh doanh",0,0,3,0,0,0,3,0,3,0,3
A70 bị lỗi cảm ứng đa điểm khi chơi game la bị còn xài bình thường thì không bị . Gửi ý kiến bao nhiêu lần mà không cho đăng thất vọng . Các bạn tải phần mềm yamtt trên chplay về test đi sẽ biết,0,0,0,0,0,0,0,0,0,1,3
"Máy dùng mượt, cam đẹp, hài lòng. Nhân viên tgdd dễ thương. Mỗi tội hơi nóng vì thiết kế kim loại",3,0,3,0,3,0,0,0,1,0,0
"Máy đẹp, thiết kế đơn giản . có hỗ trợ 4G giá vừa rẻ vừa tay chỉ có điều thao tác hơi chậm..",0,0,0,0,0,0,0,3,3,1,0
Cho mình hỏi mình mua chưa được 1 tuần mà mình hay gặp tình trạng camera vô ko được. Nó đen thui lun. Khởi động lại mới vô đc. Cho mình xin ý kiến đt mình bị gì v mn,0,0,0,0,1,0,0,0,0,0,3
"Máy đẹp pin trâu, còn thiếu những tiện ích thông dụng trong cuộc sống, hđh dùng hơi rắc rối khi cài đặt phần mềm ngoài chplay. Máy ảnh đep",3,0,0,0,3,0,3,0,3,1,0
"Mua đc 3 tháng thấy khá oki. Pin trâu, chơi game khá mượt. Tầm giá đó mình thấy ổn",0,0,3,0,3,0,3,2,0,0,0
"Sản phẩm rất tuyệt vời, nhân viên vui vẻ nhiệt tình, pin trâu, chơi game rất mượt.",0,0,3,0,3,0,3,0,0,0,0
Vừa đổi cái đầu tiên 1 ngày mà đã vậy.màn hình quá tệ .yêu cầu tgdd làm việc với hãng để tìm hướng giải quyết,0,1,0,0,0,0,0,0,0,0,1
Áp a50s quá tệ khi mới mua được 2ngay về phím quá chi là bị giật sau gián cường lực,0,0,3,0,0,0,0,0,0,1,0
"A51 quá tệ. Choi game quá lag, màn hình khi chơi game bị đơ đơ. Tại sao cấu hình cao hơn j7 pro mà khi choi game chỉ dc việc load date nhanh thui chứ khi vào game thì lag và đơ hơn j7 pro nhiều. Pin tuột quá nhanh. 7tr990 không đáng mua. Nói chung quá nhiều lỗi.",0,0,1,0,1,0,1,1,0,0,0
"Nhanh hết pin quá. Pin lẽ ra phải 4000 trở lên mới ngon. Pin 3.650 là quá thấp. Máy chạy quá nóng, chắc dùng pin Lipo nên nóng quá.
Chỉ cái pin yếu và máy nóng là 2 nhược điểm thôi. Ngoài ra mọi thứ OK.",0,0,3,0,1,0,1,0,0,0,0
Máy nhận diện khuôn mặt lúc đuợc lúc không. Chụp hình rất xấu.  Âm thanh to nghe nhạc thì dở. Máy cầm pin tốt. Chơi game ổn. Đôi khi cũng hay bị đơ. Nói chung đáng đồng tiền.  Nếu vsmart không hay lỗi pin thì chọn vsmart ngon hơn,1,0,0,0,2,0,3,3,0,1,2
"Thất vọng,
Cầm thôi thì nắp sau của đã phát ra dị âm két két,
Bóp nhẹ nắp sau thôi thì nó kêu như cái máy xay.
Đã đổi cái khác nhưng dùng 2 tháng thì lại bị tương tự.
Tôi nghĩ đây là lỗi thiết kế rồi, nên thôi ko đổi nữa.
Và chịu đựng sự khó chịu này.
Dow cost quá mức, mà ko chú tâm đến chất lượng.",0,0,1,0,0,0,0,0,1,0,1
"Sài từ lúc mới ra. Thấy mọi thứ rất tốt. Nhân viên nhiệt tình, sẽ trung thành với điện máy xanh về cách phục phụ . Cho 5 sao",0,0,3,0,0,0,0,0,0,0,3
Mượt mà ngon lành. Đáng tiền mua. Cầm khá chắc và sang. Thiết kế k đặc sắc lắm nhưng nói chung chất lượng máy ngon,0,0,3,0,3,0,0,3,3,0,0
"Ở oppo androi có chặn cuộc gọi rất thông minh, còn qua vivo có hạn chế cũng là chặn, ds đen, nhưng chán hơn. Những cái khác cũng tạm ổn",0,0,2,0,0,0,0,0,0,1,0
"Đã dùng 1 tháng, hài lòng với sản phẩm
Pin trâu, chụp ảnh tạm được, sóng wifi thì hơi kém
OK trong tầm giá",2,0,3,0,0,0,3,2,0,1,3
"Sản phẩm cũ nhưng mặt lưng xước nhiều. Bên kĩ thuật chưa reset lại máy. Bộ nhớ hơi thấp, màn hình hơi nhỏ. Còn lại chấp nhận được trong tầm giá.",0,1,2,1,0,0,0,2,1,0,0
Máy xài ok nhưng khi mở khoá vân tay thì bị lỗi ko nhận dạng đc. Mong là phần mềm sẽ cập nhật sửa lỗi khoá bảo mật vân tay cho dòg A70.,0,0,3,0,0,0,0,0,0,1,2
Con này bắt sóng 4G với wifi không ổn định.                                     .,0,0,0,0,0,0,0,0,0,1,0
Đt bị nóng ở giửa máy đi đến đỉnh máy còn ở dưới lạnh ngắt.ko bt có bị lổi mềm mềm ko,0,0,0,0,0,0,0,0,0,0,1
Giá sản phẩm vẫn quá là Chát.mặc dù máy đã ra đc gần 3 năm rồi.không biết iphone 11 ra mắt giá 7plus còn chát vậy k?,0,0,0,0,0,0,0,1,0,0,0
"sản phẩm nhỏ gọn, máy mượt, thiết kế đẹp. chạy ứng dụng tốt, bắt wifi tốt, IOS đọc báo rất mượt, font chữ đẹp. touch ID quá nhạy chê vào đâu được!",0,0,0,0,3,0,0,0,3,3,0
"Em đã mua gần đc 1 tháng và sài thấy ổn mà,sao m.n có vẻ bị lỗi nhiều vậy,giá tiền hợp lí,cầm cũng khá thoải mái,nhân viên tư vấn siêu nhiệt tình,thoải mái dễ chịu",0,0,3,0,0,0,0,3,3,0,3
"Mình đã dùng được một tháng,vẫn rất mượt các game chơi thoải mái không giật lag.Liên quân pubg combat ầm ầm 1 trận chỉ 2-3% pin",0,0,0,0,3,0,0,0,0,0,3
"Sạc pin máy nóng và cả củ sạc nóng luôn ? 
Mọi thứ khác đều ổn trong tầm giá ... Nhân viên tư vấn rất nhiệt tình",0,0,3,0,0,0,1,2,0,0,0
"Máy xài rất tốt trừ phần loa còn khá nhỏ, nhân viên phục vụ cực kì nhiệt tình, rất hài lòng",0,0,3,0,0,0,0,0,0,1,0
"Tên tôi là Lộc super đẹp zai và khi dùng vsmart bee xanh dương tôi vô cùng hài lòng vì khi tôi dùng vsmart bee để bắn free fire tôi thấy mượt hơn những cái máy cũ , việc này giúp tôi leo rank dễ dàng hơn , tôi yêu vsmart bee xanh dương .",0,0,3,0,3,0,0,0,0,0,3
"Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lúc 23h30 đóng tất cả ứng dụng rồi mà tới 6h sáng mất 12% pin là sao , máy ông anh cũng note10 + mà mất có 5% là sao",0,0,0,0,0,0,1,0,0,0,0
"Sp cực tốt , pin cực trâu , camera tạm ổn,
Máy chạy rất mượt , nên mua realme này",2,0,3,0,3,0,3,0,0,0,0
"mới mua được 9-10 ngày rồi, mới đầu thấy hơi giật giật, nhưng cập nhật mấy hôm nay xongl à ngon lành, cảm ứng mượt mà, vân tay cũng nhạy, quá ngon luôn",0,0,3,0,2,0,0,0,0,3,3
Mới mua hôm qua máy iphone 7 plus cực mượt hơn máy con android trong cùng phân khúc nhưng pin hơi kém quá tối ưu tốt là máy đáng mua nhất 2018,0,0,3,0,3,0,1,0,0,0,3
"Thửa đất số 1618, tờ bản đồ 01, khóm 1, TT. Lai Vung, H. Lai Vung, T. Đồng Tháp phục vụ nhiệt tình. Máy mạnh chơi game tốt",0,0,0,0,3,0,0,0,0,0,0
"Pin tạm ổn. Chụp hình đẹp. Chơi game mượt.
Nhân viên phục vụ nhiệt tình. Lịch sự. Chu đáo :D",3,0,0,0,3,0,2,0,0,0,0
"k hài lòng lắm về pin và ảnh chụp khi room ra sẽ bị nhòe. đc cái chụp ảnh rất nhanh, ng đang chạy chụp k nhòe. màn hình ám xanh k có chiều sâu như samsung a50. nói chung mỗi cái cái ưu và nhược điểm riêng",2,1,2,0,0,0,1,0,0,0,0
Mượt mà vì diệu lướt game call of duty êm đềm sắc sảo... Tuyệt vời trong mức giá tầm trung,0,0,3,0,3,0,0,2,0,0,0
Điện thoại tuột pin nhanh quá và hay nóng máy mong oppo điều chỉnh lại càng sớm càng tốt,0,0,0,0,1,0,1,0,0,0,0
Mình mới mua hàng Xiaomi Note9s thấy ghi thông số kỹ thuật là dùng chip 720G nhưng khi về kiểm tra trên phần mềm thì nó báo là chip 712 tgdd lừa khách hàng rồi đề nghị admin của tgdd kiểm tra lại và ghi lại thông số . Máy chạy game nóng,0,0,0,0,1,0,0,0,0,0,0
"Mua được 3 ngày máy dùng ok,pin trâu, chạy tương đối mượt, chỉ có camera chụp hình không nét lắm",1,0,3,0,3,0,3,0,0,0,0
Sản phẩm tốt.... nhân viên nhiệt tình...mỗi tội trả góp FE online hơi khó.... chơi game tốt... rất đáng mua,0,0,3,0,3,0,0,0,0,0,3
"Cấu hình mạnh, chơi game thoải mái không nóng. Pin trâu dùng rất tốt.
Điểm trừ là vỏ nhựa và máy quá dài nên đút túi quần không vừa lắm.",0,0,0,0,3,0,3,0,1,0,0
"Máy đẹp,cảm ứng phải nói rất mượt trong tầm giá.pin trâu. Nói chung rất là hài lòng về sản phẩm",0,0,3,0,0,0,3,0,3,3,0
Pin mau tụt . Cam gọi mess hơi tối. Cảm ứng tệ khi chơi game còn lại ok vs giá tiền,1,0,3,0,0,0,1,2,0,1,0
Mình mới mua Joy 3 mà sao mình thấy 2 bên loa nhưng chỉ nghe được mỗi bên phải . vậy cho mình hỏi có phải bị lỗi không ạ !,0,0,0,0,0,0,0,0,0,1,3
"Giá tốt. Máy ngon, đẹp, good. Chụp ảnh đẹp. Ít chơi game nên k cần mạnh lắm. Pin cũng lâu. Vừa xạc pn vừa tải 10 phim ~ gần 10 Gb, vừa xem online mà máy không nóng tí nào. Tốt đó. Khá hài lòng. Nếu chip mạnh hơn tí nữa thì cho ai chơi game sẽ tốt hơn.",3,0,3,0,3,0,3,3,3,0,0
Máy mượt ok chụp ảnh chơi game đều ổn nhưng Hay bị quảng cáo của google làm sao hết vậy add,3,0,0,0,3,0,0,0,0,0,0
Máy pin dùng rất lâu. Máy mượt. Màn hình xem rất tuyệt. Dùng mượt mà.  Tuy hơi to nhưng cầm ko vướng tay,0,3,0,0,3,0,3,0,0,0,0
"Vân tay kém, hơi ướt là thua, nhận diện khuôn mặt yếu, lúc vui thì được, lúc buồn thì không. Nản. Sạc siêu nhanh, pin 4G cả ngày. Nói chung là mua cũng được.",0,0,2,0,0,0,3,0,0,1,0
"Máy thiết kế đẹp, hiệu năng tốt cân đc game lq max setting với pubg, cam sau chụp rất đẹp nhưng cảm trước thì chụp hơi bị thiếu sức sống ( kiểu như cam iPhone), pin trâu, tác vụ bình thường thì đc 8h, còn cày game thì hơn hơn 4h, nói chung rất đáng tiền.. best choice tầm giá 4tr990",2,0,3,0,3,0,3,3,3,0,0
"Máy dùng ổn mọi mặt, tuy nhiên vân tay còn hơi chán, cập nhật sẽ ổn hơn ! Giá còn cao so với hãng khác !",0,0,3,0,0,0,0,1,0,1,0
"không biết những cái khác ntn nhưng so với cái mình đang sd thì rất tệ. gọi video call zalo hay mes thì đều có tiếng kêu rè rè rất khó chịu, thậm chí là rất thường xuyên, đã tắt máy và khởi động lại thì tình trạng vẫn thế, còn nặng hơn. Còn mọi thứ khác đều rất ok. Không biết lỗi này xuất phát từ đâu.",0,0,2,0,0,0,0,0,0,1,1
Máy đẹp cảm ứng nhanh chụp ảnh đep .  Cảm giác mau hết pin  và mình không biết thông số trên sạc làm tn để biết đó là cục sạc nhanh 15W mà sang sung công bôs nhỉ,3,0,0,0,0,0,3,0,3,3,3
"Sản phẩm phục vụ nhu cầu thông thường của người già là hợp lý, với người trẻ thì máy không đáp ứng được.
Với cùng tầm giá,nhiều sản phẩm khác dùng sướng hơn nhiều .pin 5000 chỉ như 4000 thôi.",0,0,0,0,0,0,1,2,0,0,1
So với các dòng điện thoại tầm trung thì A9 oppo 2020  là đỉnh của đỉnh.cấu hình cao chụp ảnh đẹp. Nhiều chế độ ưu việt thông minh. mình rất hài lòng sản phẩm này.mặc dù trước kia là fan của sam sung.,3,0,3,0,3,0,0,2,0,3,0
"Nokia chưa có thay đổi nhiều trong sản phẩm mới này. Màn hình hd mà 6.5"" sẽ bị rỗ,  ko có sạc nhanh, ....  Tiếc ghê.",0,1,1,0,0,0,1,0,0,0,0
Quá ngon ..nhậy ..cam thiếu sáng tốt..vân tay nhậy ..al rất tốt giá lại hợp lý nữa,3,0,3,0,0,0,0,3,0,3,0
"Wifi rất là yếu luôn, xài hở tí là ko có mạng, dù wifi kết nối được và mạng nhà mình rất mạnh. Bấm tắt wifi rồi mở lại thì có mạng lại, ko xài thì ko có mạng. Bàn phím thì đang bấm thì hay bị out ra lun (SMS, Zalo, mess, trang web). Ảnh hưởng rất nhiều đến công việc. Đổi hết 1 máy rồi, máy trước thì mặt lưng bị bung keo hở ra luôn, giờ máy này thì bị wifi và bàn phím.",0,0,0,0,0,0,0,0,1,1,0
"Sản phẩm nói chung là dùng ổn, có điều là 2 Nano sim nhưng Sim 2 chung khe thẻ nhớ, đã mua thù dùng vậy nhưng không hài lòng lắm khi giới thiệu phần này không kỹ.",0,0,3,0,0,0,0,0,1,0,0
A10s. Không cài được samsung music và vài tiện ích khác bị cắt bớt. Nhưng cũng vừa túi tiền rồi.😀,0,0,0,0,0,0,0,3,0,1,0
"Mình  xài được  tuần đánh giá  như  sau   thiết kế   mỏng 
đẹp  hơi  dài  so với  tay  mình  camera  bình thường  k dc nét  như  qc hơi  thất  vọng  mình  ít  chơi  geme  thường  lướt  web xem  phim nên  thấy   nhanh mượt  pin đủ  dùng  cho ngày  dài",2,0,3,0,3,0,0,0,3,0,0
"Dùng cũng tốt ,wifi nhanh ,game cũng mượt nói chung là tốt trong tầm giá này nên mua",0,0,3,0,3,0,0,2,0,3,0
Mình muốn cài đặt mật khẩu khi tắt nguồn thì làm như thế nào vậy ad . mong sớm được phản hồi,0,0,0,0,0,0,0,0,0,0,3
Mới mua gần 1 tháng sài khá ổn ạ. Pin sài đủ cả ngày và coi youtube rất đã :)))),0,0,3,0,0,0,3,0,0,0,0
Máy tốt  với mức giá vậy ổn r pin ok  sạc nhanh  coi phim ok lướt fabook tốt chơi game hơi lát lắm,0,0,3,0,2,0,3,2,0,0,0
"Máy quá ngon trong tầm giá. Ăn đứt mấy con sam sung cùng phân khúc. Lúc trước xài iphone, ss sau chuyển qua huawei xài luôn cho đến giờ. Chưa bao giờ thất vọng về chất lượng của Huawei.",0,0,3,0,0,0,0,2,0,0,0
"Máy mượt, sạc nhanh, pin khỏe, chụp ảnh hơi thất vọng vì trước đó hay dùng oppo nói chung là ổn",1,0,0,0,3,0,3,0,0,0,0
Quá tệ. Máy quá yếu chơi game loàd giật tung mông. Vào myviettel còn quay quay tròn,0,0,1,0,1,0,0,0,0,0,0
Máy toàn bị lỗi camera. Không biết lỗi tại phần mềm hay sao.pin thì nhanh hết......chán quakjkkkkkk,1,0,1,0,0,0,1,0,0,0,0
Mới mua hum nay nói chung là sản phẩm tuyệt vời cam đẹp pin trâu. Nhân viên tư vấn nhiệt tình nữa.,3,0,3,0,0,0,3,0,0,0,0
"Với mình thì máy siêu ổn với giá 6tr,lấy máy hôm 1/5 đến giờ chưa có lỗi gì đáng kể như những đánh giá khác 🤔 camera chấp nhận được pin trâu tác vụ mượt mà cảm biến vân tay bên cạnh siêu nhanh(lỡ chạm vào đã mở được)mic + loa wifi và 4g đều ổn không như mng chê đâu.chiến game tốt mình vừa nghe nhạc vừa nhắn tin vừa chơi 2 game nặng kia vẫn mượt mà nha.",2,0,3,0,3,0,3,2,0,3,0
phí tiền khi mua cái đt này. đt gì xem cái gì hở ra là quảng cáo. không tắt được. cứ phải thoát về màn hình chính.rồi vào lại đang nhập nhận xét mà nó cũng quảng cáo. mang ra thì nhân viên kêu đt nó quảng cáo như vậy. sau này.mua cái đt khác chứ đừng mua mây cái này. vừa không ra gì. bán xong thì phủi tay.,0,0,0,0,1,0,0,1,0,0,0
"Chào shop.
Shop cho e hỏi chút là e mới mua ss galaxy s20+ tại chi nhánh ở Xã Đàn được khoảng 1 tuần, đến bây giờ khi em gọi điện thì micro thu âm rất khó nghe, lúc to lúc nhỏ và thi thoảng còn có tiếng rít lên kiểu sột soạt (khi nch e cầm đt và giữ nguyên ở một khoảng cách cố định). Vậy là bị làm sao ạ. Có phải do micro của đt có vấn đề k?",0,0,0,0,0,0,0,0,0,1,3
Mới mua đt đc 1 tháng mà đt quá tệ camera thì xấu pin có sac nhanh nhưng sac rất chậm mới 75% thì báo đầy ròy nóng nữa chắc đổi máy mới Sài quá hàng Việt Nam quá tệ trong tầm giá này.thất vọng,1,0,1,0,0,0,1,2,0,0,0
"Vừa mua dc 4 ngày nói chung dt quá êm , mượt , sang trọng ,phong cách nhân viên phục vụ chu đáo .",0,0,3,0,3,0,0,0,0,0,0
Ram 2gb chơi game hơi yếu,0,0,0,0,1,0,0,0,0,0,0
16 triệu để mua 1 chiếc smartphone với thiết kế lạ và 1 phần mềm bảo mật mà có lẻ chỉ nguyên thủ mới cần dùng đến.,0,0,0,0,0,0,0,0,0,0,3
"Sản phẩm quá tuyệt pin trâu chụp ảnh ảo. cầm oppo a31 lên nhìn sang chảnh ra, chơi game không bị lác mượt lắm ạ. sạc hơn tiếng là đầy nhân viên phục vụ quá nhiệt tình 😙",3,0,3,0,3,0,3,0,0,0,0
"điện thoại sài tốt, mạng và pin ok, chụp hình và quay video đẹp, nhân viên dmx hỗ trợ nhiệt tình.",3,0,3,0,0,0,3,0,0,3,0
Gom lúa 1 tháng chỉ đủ mua con 4G/64G. Sáng ra láy máy thì ngay lúc giảm còn 3tr9 cho con 6/6G. Quất luôn không cần suy nghĩ...máy khỏi chê so với giá. Bỏ Nokia theo Vsmart thôi.,0,0,3,0,0,0,0,3,0,0,3
"Mới mua được 1 ngày 
Pin trâu bật tiết kiệm pin thì còn trâu hơn
Chơi game ổn 
Cam cũng đẹp",3,0,0,0,3,0,3,0,0,0,0
pin tốt. sạc nhanh. game mát. rất xứng đáng trong tầm giá. chưa gặp phải lỗi như mọi người bảo ^^,0,0,3,0,3,0,3,3,0,0,0
Quá tệ không nên mua đt samsung trừ đồng S và Note.màn hình rỗ loa rè chơi game lắc khỏi nói....,0,1,1,0,1,0,0,0,0,1,0
5tr mờ camera chính có 13mp mặt kính cảm ứng màn hình là mặt kính cong 2.5D thì rơi dễ toang lắm bằng tiền này mua realme 6i camera 48mp mặt cảm ứng còn là kính cường lực an toàn hơn,1,0,0,0,0,0,0,1,1,0,0
Mới nhận em nó về xài 4 hôm.pin tụt nhanh. Cảm ứng mượt. Vân tay rất ổn. Mỗi tội không ưng về pin,0,0,0,0,0,0,1,0,0,3,1
Sản phẩm tôt đẹp măt lưng sáng bóng pin khá trâu,0,0,3,0,0,0,3,0,3,0,0
"Máy xài rất tốt, chụp ảnh đẹp, ko bị lỗi lầm gì, thiết kế bằng kính quá đẹp, vân tay nhạy",3,0,3,0,0,0,0,0,3,3,0
"Pin bền, cảm ứng tốt, sài ok. Loa ngoài hơi bé, bắt sóng wifi hơi kém. Màn hình hiển thị tốt, màn hình lớn",0,3,0,0,0,0,3,0,0,2,0
"Mình mới mua máy hôm qua . Máy quá tốt so với giá tiền . Pin trâu chơi game mượt , bật 4G chơi hết trận tụt 2% pin. Nhân viên tư vấn nhiệt tình , chăm sóc khách hàng tốt",0,0,3,0,3,0,3,2,0,0,3
Nhân viên nhiệt tình nhưg bên bán trả góp FE với Home Credit làm ăn k hiểu nổi... ng ta góp mỗi thág đàg hoàng k thiếu 1ngàn nhưg lúc mua góp lại k duyệt hồ sơ... dở tệ... nhan vien tgdd thi ok,0,0,0,0,0,0,0,0,0,0,0
Máy dùng rất mượt mình thích nhất khoá vân tay rất nhạy và chơi game thì hết chổ chê,0,0,0,0,3,0,0,0,0,3,0
Máy xài mượt mà.cho dù đã 4 năm nhưng không thua kém những dòng Android tầm trung,0,0,0,0,3,0,0,0,0,0,3
Cũng đang định mua vì máy ram bộ nhớ cao pin tốt tiếc là không có sạc nhanh =))!!,0,0,0,0,3,0,2,0,0,0,0
"Mọi thứ tạm ổn khi nhận được bản cập nhật tháng 10.chỉ có pin nhanh tụt hơn.camera không tốt,",1,0,2,0,0,0,1,0,0,0,0
Sản phẩm giá 4990 là giá giảm. Nếu chưa giảm 5690. Cảm thấy quá tệ. Màn hình nhìn khó chịu. Khá nhức mắt. Đem so sánh với những máy cùng loại. Thì màn hình mỗi loại màu lại khác nhau. Đã mua đc 1 ngày bây giờ đổi sang mẫu khác thấy màu mỗi máy khác nhau. Lướt web. Facebook nhìn màu rất mỏi mắt,0,1,3,0,0,0,0,2,0,0,0
Máy pin trâu sài rất thích camera chụp ảnh sắc nét trong phân khúc nên không đòi hỏi nhiều như những dòng cao cấp,3,0,3,0,0,0,3,0,0,0,0
Mọi thứ đều ok mới nhận máy hôm tại đmx phố giắt  nhân viên tư vấn quá nhiệt tình chiến game khỏi bàn nhưng mà mỗi tội ko fun HĐ đc,0,0,0,0,3,0,0,0,0,0,0
"Mình vừa mua hôm nay.Máy đẹp,cấu hình khoẻ,phù hợp với giá thành.Khuyên nên mua.",0,0,3,0,3,0,0,3,3,0,3
Dùng được trên 1 tháng là có hiện tượng đứng máy với lại mức độ bảo mật không ok cho lắm,0,0,0,0,1,0,0,0,0,1,0
"Khuyên những ai mua máy chơi game thì nên mua. Câu hình máy rất mạnh, pin trâu. Nói chung máy này ok hết, trừ 1 điểm về cuộc gọi đến nhiều khi ko nhận được. Loa cuộc gọi thì người ngoài có thể nghe hết. Máy bị lỗi cuộc gọi mà ko đổi được máy khác hơi thất vọng. Ra TGDD thứ thì ko bị. Về nhà lại bị. Không biết có ai bị như mình ko? Buồn..",0,0,3,0,3,0,3,0,0,1,3
"Mua hôm 10/1. Máy tốt, mượt. Bin bền. Dùng 3 ngày mới phải sạc. Cam tạm đc. Nói chung rất ổn trong tầm giá. Nhân viên chu đáo nhiệt tình.",2,0,3,0,3,0,3,2,0,0,0
"Máy chạy khá mượt khi có cài thẻ nhớ làm bộ nhớ trong, cầm pin lâu, công nghệ tiết kiệm pin tốt, màn hình đẹp. Rất hài lòng về sản phẩm !",0,3,3,0,3,0,3,0,0,0,0
"Giá cả rất hợp lý trong phân khúc smartphone. 
Vin làm tất cả vì khách hàng. Sẽ ủng hộ nhiệt tình sp Việt.
Cảm ơn Vsmart luôn quan tâm đến nhu cầu của. khách hàng",0,0,0,0,0,0,0,3,0,0,0
Sp tốt..pin trâu came đẹp.sạt nhanh. Chíp G90T mạnh thật.. K nóng máy như trên youtube ns..,3,0,3,0,3,0,3,0,0,0,0
Sau 1 tuần sử sản phẩm cảm thấy máy rất ngon sài OK giá hợp lí chơi game OK mượt mà không gặp lỗi gì,0,0,3,0,3,0,0,3,0,0,0
Máy đẹp chụp hình xinh sài khá êm ~ pin thì cũng ok sài được nữa ngày do chiến game nhưng nếu không chiến game chắt cả ngày zậy cũng trâu rồi ! Chơi game không giật laq gì lúc mua còn được khuyến mãi giảm 1 triệu nói chung k gì để chê 1 dòng mày 8G ram 128Gb bộ nhớ màu thì lại đẹp mắt khi quyết định mua em này là đúng xứng đáng,3,0,3,3,3,0,3,3,3,0,0
"mới mua redmi note 9s hôm 30/4 tắt máy tầm 15 phút. không sử dụng là người khác nhắn tin, gọi: zalo, mess không được (mặc dù chắc chắn wifi vẫn tốt) quá tệ, quá bất tiện !",0,0,1,0,0,0,0,0,0,1,0
Máy quá tệ so vs tầm giá mua đc 1 tháng chơi game thì đơ đơ giật giật . Làm gì cũng đơ nt mes hay zalo cũng v . Ủa rồi 8tr hay 3 tr vậy,0,0,1,0,1,0,0,2,0,0,0
"Mình mới mua đc 2 ngày nói chung mọi tác vụ đều tốt rất hợp với túi tiền còn khi mọi người phải đắn đo
Có 3990k thì mọi người ko nên đòi hỏi như máy 10 triệu hay 20 triệu j đó",0,0,3,0,0,0,0,3,0,0,3
Mới dùng chụp ảnh đẹp nhưng cảm biến vân tay phía sau hơi khó sử dụng chút dùng một ngón trỏ hơi với nếu ai có bàn tay nhỏ. Mới sử dụng thấy  Pin tốt dùng thoải mái,3,0,0,0,0,0,3,0,1,1,0
Cho e hỏi tại sao e đeo phone mà loa ngoài vẫn mghe được ạ ? Giải đáp cho e vs ạ,0,0,0,0,0,0,0,0,0,0,3
Sóng wifi hơi yếu chút. Pin quá châu. Tác vụ thông thườn 12h trai ngiệm mượt so với giá. Ủng hộ đánh giá cao thương hiệu ok,0,0,0,0,0,0,3,0,0,1,0
Sản phẩm rất tốt  giá cả phù hợp với học sinh sinh viên. Dùng để down app học ngoại ngữ làm mình cực kì hài lòng. Rất tốt trong tầm giá. Kiểu dáng cũng rất đẹp,0,0,3,0,0,0,0,2,3,0,3
Vừa nãy mình đi mua điện thoại ở thế giới di động mà có chị kia ở cửa hàng nói tất cả sản phẩm smatphone khi bên cửa hàng nhập về đều bóc hộp ra để kiểm tra và bày sản phẩm nên kệ hàng cho khách hàng xem (mình hoảng luôn khi máy ko nguyên hộp nguyên seal) có ai mua điện thoại gặp tình huống này ko nhỉ mọi người,0,0,0,0,0,0,0,0,0,0,0
13990000 rất đáng mua lấy máy về được 1 tuần tất cả OK ko thua 8plus nhanh-mạnh-mượt vào game nhanh ko đứng như các Androi khác. Đa nhiệm tốt đang game out ra đọc báo xem YouTube vào lại vẫn còn game. Chỉ kém về bin thôi. Tóm lại tầm trung mua 7plus ăn tất các máy khác,0,0,3,0,3,0,0,3,0,0,0
Máy tốt pin ổn game ok mỗi tội 3 camera zoom 4x hơi mờ so với máy 1 camera nói chung tầm giá này là chiến game ổn rồi,1,0,3,0,3,0,3,2,0,0,0
"Camera của máy phải gọi là quá tệ đi, chụp thì phải canh đi canh lại nhiều lần, zoom lên thì hầu như không thấy gì luôn. Bàn phím chậm rì. Wifi bắt sóng quá kém. Mọi người đừng nên mua máy này. Quá thất vọng về Vsmart.",1,0,1,0,0,0,0,0,0,1,0
"Mình mới mua về và sử dụng được 3 ngày, cảm thấy mọi thứ đều ổn, pin vừa đủ dùng 1 ngày, chơi game liên tục khoảng 5_6h máy hơi ấm lên khi onl game liên tục, sạc PIN cảm thấy nhanh đầy, máy ok trong tầm giá 5 tr,nhân viên tư vấn rất nhiệt tình!",0,0,3,0,2,0,3,2,0,0,0
Đã mua xiaomi not 7. Sài tầm 2 ngày khá ok. Liên quân rất mượt nhưng k bằng iphone lắm.Pin trâu từ 9h sáng đến 15h chơi liên tục game LQ còn 30% pin.,0,0,3,0,3,0,3,0,0,0,0
